CudaX, 0.009258, 0.009155, 0.009699, 0.008932, 0.008924, 0.009116, 0.008835, 0.009094, 0.008931, 0.009078
Sequential, 86.234645, 84.163576, 85.295874, 84.301227, 85.393011, 84.219093, 84.337433, 87.808509, 98.224706, 87.628897
Pthreads, 28.489440, 28.712187, 28.693321, 28.735748, 27.953570, 25.115392, 23.493694, 23.038540, 22.413687, 22.548474
Cuda, 4.055848, 4.168576, 4.164661, 4.307722, 4.294864, 4.261699, 4.294936, 4.263627, 4.263343, 4.263670
